(2.52 2.50 3.95)
(2.52 2.50 3.95)
(2.52 2.50 3.95)
(2.52 2.50 4.39)
(2.52 2.50 4.38)
(2.52 2.50 4.38)
(2.52 2.50 4.39)
(2.52 2.50 4.38)
(2.52 2.50 4.38)
(2.52 2.50 4.39)
(2.52 2.50 4.42)
(2.52 2.50 4.43)
(2.51 2.50 3.62)
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
(2.51 2.49 3.33)
(2.52 2.49 3.14)
(2.52 2.49 3.30)
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
(2.52 2.49 4.05)
(2.52 2.50 3.93)
(2.52 2.50 3.33)
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
(2.46 2.49 3.79)
(2.46 2.49 3.85)
(2.46 2.49 3.85)
(2.47 2.49 3.85)
(2.48 2.49 3.85)
(2.47 2.49 3.92)
(2.47 2.49 3.98)
(2.47 2.49 4.04)
(2.47 2.49 4.14)
(2.48 2.49 4.15)
(2.48 2.49 4.15)
(2.47 2.49 4.15)
(2.47 2.49 4.20)
(2.48 2.51 4.24)
(2.52 2.50 4.20)
(2.53 2.51 3.91)
(2.53 2.50 3.70)
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
(2.53 2.51 3.54)
(2.53 2.50 3.54)
(2.54 2.50 3.53)
(2.55 2.50 3.73)
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
Thruster Half Down - HOLD
(2.55 2.49 3.81)
(2.55 2.49 3.81)
(2.55 2.49 3.80)
(2.55 2.49 3.81)
(2.55 2.49 3.90)
(2.55 2.49 3.92)
(2.54 2.49 3.96)
(2.53 2.49 4.14)
(2.53 2.49 4.14)
(2.53 2.49 4.14)
(2.53 2.49 4.13)
(2.53 2.49 4.20)
(2.53 2.49 4.22)
(2.53 2.49 4.23)
(2.53 2.49 4.34)
(2.53 2.49 4.36)
(2.53 2.49 4.41)
(2.53 2.49 4.47)
(2.53 2.49 4.47)
(2.53 2.49 4.50)
(2.53 2.49 4.50)
(2.53 2.49 4.50)
(2.53 2.50 4.58)
(2.53 2.51 4.62)
(2.53 2.49 4.40)
(2.53 2.49 4.13)
