(2.35 1.60 2.98)
(2.35 1.60 2.98)
(2.36 1.61 2.98)
(2.35 1.61 2.97)
(2.36 1.61 2.97)
(2.36 1.61 2.98)
(2.36 1.60 2.97)
(2.36 1.61 2.97)
(2.36 1.61 2.98)
(2.36 1.61 2.98)
(2.36 1.61 2.98)
(2.36 1.61 2.98)
(2.36 1.61 2.98)
(2.36 1.60 2.97)
(2.36 1.60 2.97)
(2.36 1.61 2.98)
(2.36 1.61 2.97)
(2.36 1.60 2.97)
(2.36 1.60 2.97)
(2.36 1.62 2.97)
(2.36 1.62 2.97)
(2.36 1.62 2.97)
(2.36 1.62 2.97)
(2.36 1.62 2.98)
(2.36 1.62 2.97)
(2.36 1.63 2.98)
(2.38 1.62 3.00)
(2.38 1.61 3.00)
(2.38 1.63 3.00)
(2.39 1.64 3.00)
(2.39 1.63 3.00)
(2.39 1.63 3.00)
(2.39 1.63 3.00)
(2.39 1.65 3.00)
(2.39 1.63 3.00)
(2.40 1.67 3.00)
(2.39 1.66 3.00)
(2.40 1.67 3.00)
(2.40 1.67 3.00)
(2.39 1.67 3.00)
(2.40 1.65 3.00)
(2.40 1.67 3.00)
(2.40 1.67 3.00)
(2.40 1.67 3.00)
(2.40 1.67 3.00)
(2.40 1.67 3.00)
(2.39 1.67 3.00)
(2.42 1.69 3.00)
(2.41 1.70 3.00)
(2.41 1.70 3.00)
(2.42 1.70 3.00)
(2.41 1.69 3.00)
(2.41 1.70 3.00)
(2.42 1.69 3.00)
(2.42 1.69 3.00)
(2.41 1.69 3.00)
(2.42 1.69 3.00)
(2.42 1.70 3.00)
(2.42 1.69 3.00)
(2.41 1.70 3.00)
